Employee_No,Title,Gender,Marital_Status,Date_Joined,Date_Resigned,Status,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,Hourly_Time,Late_minutes,Type_Full Day,Type_Half Day,apply_type_Anual,apply_type_Casual,Earnings,Total Fixed,Year_Joined,Resigned_Age,Worked_Duration
1878,Mr,Male,Married,2021-06-14,2022-04-09,Inactive,Labour,Contarct Basis,Buddhist,Fitter,1998,9.946351931330472,0.4600143061516452,,,,,37202.22222222222,0.0,2021,24.0,1.0
1881,Mr,Male,Married,2021-06-15,2021-10-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971,9.160860215053765,1.7525089605734765,,,,,22961.533333333336,0.0,2021,50.0,0.0
1886,Mr,Male,Married,2021-06-18,2022-04-30,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968,9.867,0.0,,,,,35393.63636363636,0.0,2021,54.0,1.0
1890,Mr,Male,Married,2021-06-21,2022-03-30,Inactive,Labour,Contarct Basis,Hindu,Unskilled Labor,1978,9.486381909547738,2.7496649916247904,,,,,35505.0,0.0,2021,44.0,1.0
1892,Mr,Male,Married,2021-06-04,2022-03-30,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1962,9.840166666666669,0.0,,,,,23068.33333333333,0.0,2021,60.0,1.0
1899,Mr,Male,Married,2021-06-15,,Active,Labour,Contarct Basis,Buddhist,Driver - cab,1965,10.408413978494623,1.8585125448028676,,,,,28637.647058823528,0.0,2021,,
1902,Mr,Male,Married,2021-06-17,2022-04-30,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1965,10.121030303030302,0.0,,,,,20090.0,0.0,2021,57.0,1.0
1903,Mr,Male,Married,2021-06-18,2022-06-04,Inactive,Labour,Contarct Basis,Buddhist,Fitter,1961,9.808878923766816,0.1506726457399103,,,,,32581.81818181818,0.0,2021,61.0,1.0
1904,Ms,Female,Married,2021-06-23,2022-03-16,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998,10.338041958041956,5.73962703962704,,,,,14934.55,0.0,2021,24.0,1.0
1906,Mr,Male,Married,2021-06-07,2021-10-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,10.091578947368422,0.0,,,,,18606.666666666668,0.0,2021,49.0,0.0
1909,Mr,Male,Married,2021-06-02,2022-03-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1962,9.93128787878788,0.0,,,,,22364.285714285717,0.0,2021,60.0,1.0
1916,Mr,Male,Married,2021-06-30,2022-03-26,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1967,9.314662576687116,0.0195296523517382,,,,,29510.0,0.0,2021,55.0,1.0
1917,Mr,Male,Married,2021-06-28,2022-04-01,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983,9.63528409090909,0.0526515151515151,,,,,28967.272727272728,0.0,2021,39.0,1.0
1918,Mr,Male,Married,2021-06-18,2022-02-28,Inactive,Staff,Contarct Basis,Buddhist,Assistant manager - HR,1990,8.792142857142856,14.475892857142858,4.0,2.0,0.0,6.0,100000.0,100000.0,2021,32.0,1.0
1920,Mr,Male,Married,2021-06-28,2022-04-07,Inactive,Labour,Contarct Basis,Buddhist,Mason,1974,9.647929292929293,0.0468013468013468,,,,,49510.0,0.0,2021,48.0,1.0
1926,Mr,Male,Married,2021-07-01,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1959,10.726258351893096,1.6950631031922792,,,,,35529.3,0.0,2021,,
1931,Mr,Male,Single,2021-06-29,,Active,Staff,Contarct Basis,Buddhist,Site Engineer,1994,9.057799511002443,21.93133659331703,,,,,80000.0,80000.0,2021,,
1932,Mr,Male,Married,2021-07-02,2022-03-31,Inactive,Labour,Contarct Basis,Buddhist,Mason,1969,9.754867256637167,0.003244837758112,,,,,29291.666666666668,0.0,2021,53.0,1.0
1935,Mr,Male,Single,2021-07-05,2022-03-29,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,9.697737226277372,0.4923357664233577,,,,,30396.25,0.0,2021,21.0,1.0
1936,Mr,Male,Married,2021-07-01,2022-02-26,Inactive,Labour,Contarct Basis,Buddhist,Driver,1988,9.216101694915254,4.900376647834275,,,,,26875.0,0.0,2021,34.0,1.0
1938,Mr,Male,Married,2021-06-01,2022-06-04,Inactive,Labour,Contarct Basis,Buddhist,Mason,1976,9.880305676855896,0.0,,,,,42224.545454545456,0.0,2021,46.0,1.0
1941,Mr,Male,Single,2021-07-08,2022-02-23,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,9.717350427350429,5.632621082621083,,,,,15281.216666666667,0.0,2021,21.0,1.0
1947,Ms,Female,Single,2021-07-12,2021-12-31,Inactive,Labour,Contarct Basis,Buddhist,Data Colector,1998,8.394181818181819,1.4257575757575758,,,,,8000.0,0.0,2021,23.0,0.0
1952,Mr,Male,Married,2021-04-01,2022-06-30,Inactive,Management,Contarct Basis,Buddhist,IT Consultant,1993,7.233333333333333,103.33333333333331,,,,,0.0,0.0,2021,29.0,1.0
1954,Mr,Male,Married,2021-07-14,2021-12-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1954,9.177424242424244,0.0,,,,,19826.666666666668,0.0,2021,67.0,0.0
1955,Mr,Male,Single,2021-07-15,2022-04-21,Inactive,Labour,Contarct Basis,Buddhist,Surveyor Helper,1995,8.518333333333333,1.8819444444444444,,,,,13937.5,0.0,2021,27.0,1.0
1957,Ms,Female,Single,2021-07-15,2022-11-30,Inactive,Staff,Contarct Basis,Buddhist,Data Entry Executive,1998,8.50512893982808,4.305873925501433,,,,,27984.316875,22500.0,2021,24.0,1.0
1959,Mr,Male,Married,2021-07-14,,Active,Staff,Contarct Basis,Buddhist,Junior Technical Officer,1991,10.181739130434783,72.51952707856599,,,,,48293.93411764706,37500.0,2021,,
1960,Mr,Male,Married,2021-07-07,2021-10-01,Inactive,Staff,Contarct Basis,Buddhist,Driver,1975,10.4959375,69.84114583333333,,,,,33259.166666666664,29000.0,2021,46.0,0.0
1961,Mr,Male,Single,2021-07-12,,Active,Staff,Contarct Basis,Muslim,Planning Engineer,1994,8.25770083102493,10.26731301939058,14.0,9.0,2.0,21.0,110000.0,110000.0,2021,,
1962,Mr,Male,Married,2021-07-16,2021-07-21,Inactive,Staff,Contarct Basis,Buddhist,Store Keeper,1979,7.890000000000001,0.3111111111111111,,,,,0.0,0.0,2021,42.0,0.0
1964,Mr,Male,Married,2021-07-16,,Active,Staff,Contarct Basis,Buddhist,Project Manager,1986,9.515896103896104,17.093333333333334,3.0,3.0,1.0,5.0,283586.1111111111,276666.6666666667,2021,,
1965,Mr,Male,Married,2021-07-19,2022-02-08,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974,9.183148148148147,0.2138888888888888,,,,,23895.0,0.0,2021,48.0,1.0
1967,Mr,Male,Married,2021-07-19,2021-07-21,Inactive,Staff,Contarct Basis,Buddhist,Store Keeper,1969,6.36,38.15,,,,,0.0,0.0,2021,52.0,0.0
1969,Mr,Male,Single,2021-07-20,2021-12-21,Inactive,Staff,Contarct Basis,Buddhist,Assistant QS,1994,8.499791666666667,3.9293402777777775,,,,,29101.041666666668,25000.0,2021,27.0,0.0
1970,Mr,Male,Married,2021-07-19,2022-04-08,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958,9.433309352517986,0.0256594724220623,,,,,25160.0,0.0,2021,64.0,1.0
1975,Mr,Male,Married,2021-07-01,2022-06-10,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978,12.5666472303207,164.45009718172983,,,,,39732.0,0.0,2021,44.0,1.0
1976,Mr,Male,Single,2021-07-26,2021-12-04,Inactive,Staff,Contarct Basis,Buddhist,Junior Technical Officer,1996,12.70221238938053,59.74793510324484,,,,,43811.0,35000.0,2021,25.0,0.0
1985,Mr,Male,Single,2021-07-28,2021-12-07,Inactive,Staff,Contarct Basis,Hindu,Engineer Assistant,1994,11.86752,62.7324,,,,,59528.876,47500.0,2021,27.0,0.0
1987,Mr,Male,Married,2021-07-30,2021-12-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,9.048602150537636,5.820967741935484,,,,,26423.33333333333,0.0,2021,45.0,0.0
1988,Mr,Male,Married,2021-07-29,2022-02-21,Inactive,Labour,Contarct Basis,Buddhist,Operator - JCB,1994,9.964689655172414,6.453908045977011,,,,,51564.34333333333,0.0,2021,28.0,1.0
1993,Mr,Male,Married,2021-08-02,2021-12-31,Inactive,Labour,Contarct Basis,Muslim,Mason,1980,9.606881720430106,0.0,,,,,45750.0,0.0,2021,41.0,0.0
1996,Ms,Female,Single,2021-07-30,2022-05-09,Inactive,Labour,Contarct Basis,Buddhist,Data Colector,1995,8.532769230769231,2.7047435897435896,,,,,13000.0,0.0,2021,27.0,1.0
1998,Ms,Female,Single,2021-08-02,2022-04-22,Inactive,Labour,Contarct Basis,Buddhist,Data Colector,1995,8.31840579710145,0.3985507246376812,,,,,13766.25,0.0,2021,27.0,1.0
2000,Mr,Male,Married,2021-08-02,2021-12-09,Inactive,Staff,Contarct Basis,Buddhist,Assistant Accountant,1987,8.527608695652173,18.956884057971013,,,,,74000.0,74000.0,2021,34.0,0.0
2001,Mr,Male,Single,2021-08-02,2021-08-03,Inactive,Staff,Contarct Basis,Buddhist,Site Engineer,1993,9.785,0.0,,,,,0.0,0.0,2021,28.0,0.0
2002,Mr,Male,Single,2021-08-02,2022-01-21,Inactive,Staff,Contarct Basis,Buddhist,Engineer Assistant,1991,10.383833333333332,61.46055555555555,,,,,67224.988,56666.0,2021,31.0,1.0
2006,Mr,Male,Married,2021-07-30,2022-11-15,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969,10.49593984962406,2.018379281537176,,,,,34957.694,0.0,2021,53.0,1.0
2007,Mr,Male,Married,2021-08-03,2022-04-30,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971,10.193387096774194,0.0049283154121863,,,,,36500.0,0.0,2021,51.0,1.0
2009,Mr,Male,Single,2021-07-28,2021-11-11,Inactive,Staff,Contarct Basis,Buddhist,Lab Technician,1991,10.566666666666666,65.98189964157706,,,,,54670.435,45250.0,2021,30.0,0.0
2010,Mr,Male,Single,2021-08-05,,Active,Staff,Contarct Basis,Buddhist,Engineer Assistant,1995,10.546838407494144,95.39188134270104,,,,,72422.83625,57723.75,2021,,
2013,Ms,Female,Married,2021-08-02,,Active,Labour,Contarct Basis,Buddhist,Document Controller,1985,9.560212765957449,21.863396375098503,,,,,37194.375,0.0,2021,,
2016,Mr,Male,Single,2021-08-08,2022-02-25,Inactive,Labour,Contarct Basis,Hindu,Unskilled Labor,1997,12.05565934065934,0.3854395604395604,,,,,50295.51666666666,0.0,2021,25.0,1.0
2017,Mr,Male,Married,2021-08-09,,Active,Staff,Contarct Basis,Buddhist,Project Manager,1967,10.24906329113924,38.34067510548523,,,,,291850.0,233000.0,2021,,
2018,Mr,Male,Single,2021-08-09,2021-08-13,Inactive,Staff,Contarct Basis,Buddhist,Technical Officer,1996,,,,,,,,,2021,25.0,0.0
2019,Mr,Male,Married,2021-08-09,,Active,Staff,Contarct Basis,Buddhist,Technical Officer,1990,8.84058659217877,38.425186219739295,,,,,65306.758125,54500.0,2021,,
2020,Mr,Male,Married,2021-08-10,2022-05-19,Inactive,Labour,Contarct Basis,Muslim,Unskilled Labor,1964,9.51304347826087,0.0002415458937198,,,,,36900.0,0.0,2021,58.0,1.0
2023,Mr,Male,Married,2021-08-11,2022-05-05,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969,9.303478260869564,0.2130434782608695,,,,,28980.0,0.0,2021,53.0,1.0
2024,Mr,Male,Married,2021-08-11,2022-02-07,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984,9.255140186915888,0.3121495327102803,,,,,27514.285714285717,0.0,2021,38.0,1.0
2027,Ms,Female,Single,2021-08-11,2022-07-14,Inactive,Staff,Contarct Basis,Buddhist,Planning Engineer cum QAQC,1996,9.372053231939162,27.64429657794677,,,,,77727.27272727272,77727.27272727272,2021,26.0,1.0
2031,Mr,Male,Married,2021-08-13,2021-10-23,Inactive,Labour,Contarct Basis,Hindu,Cook,1985,12.00361111111111,2.3497685185185184,,,,,40029.25,0.0,2021,36.0,0.0
2033,Mr,Male,Married,2021-08-13,2022-04-05,Inactive,Labour,Contarct Basis,Buddhist,Mason,1996,9.520331125827814,0.1060706401766004,,,,,41250.0,0.0,2021,26.0,1.0
2034,Mr,Male,Married,2021-08-13,2022-05-05,Inactive,Labour,Contarct Basis,Buddhist,Mason,1990,9.572710843373494,0.0,,,,,41500.0,0.0,2021,32.0,1.0
2036,Mr,Male,Married,2021-08-17,,Active,Staff,Contarct Basis,Buddhist,Planning Executive,1982,9.989683377308708,22.97467018469657,10.0,6.0,0.0,16.0,124583.33333333331,124583.33333333331,2021,,
2040,Mr,Male,Single,2021-08-19,2022-04-30,Inactive,Staff,Contarct Basis,Buddhist,Assistant QS,1995,9.70935960591133,18.04006568144499,,,,,64375.0,64375.0,2021,27.0,1.0
2043,Mr,Male,Single,2021-08-17,2021-10-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993,9.119714285714286,23.374761904761904,,,,,21340.0,0.0,2021,28.0,0.0
2044,Mr,Male,Married,2021-08-20,2022-05-09,Inactive,Labour,Contarct Basis,Buddhist,Mason,1963,9.981421568627452,0.0,,,,,51000.0,0.0,2021,59.0,1.0
2045,Mr,Male,Married,2021-08-20,2022-06-06,Inactive,Labour,Contarct Basis,Buddhist,Mason,1968,10.06294930875576,0.0248847926267281,,,,,49318.181818181816,0.0,2021,54.0,1.0
2048,Mr,Male,Married,2021-08-21,2022-04-02,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991,9.61496551724138,0.2833333333333333,,,,,29000.0,0.0,2021,31.0,1.0
2049,Mr,Male,Single,2021-08-21,2022-05-09,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991,9.324893617021276,0.3061170212765957,,,,,33390.0,0.0,2021,31.0,1.0
2050,Mr,Male,Married,2021-08-21,2022-04-02,Inactive,Labour,Contarct Basis,Buddhist,Mason,1975,9.440773480662983,0.0360036832412523,,,,,50000.0,0.0,2021,47.0,1.0
2053,Mr,Male,Married,2021-08-21,2022-11-30,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974,10.11382530120482,1.815562248995984,,,,,36337.5,0.0,2021,48.0,1.0
2054,Mr,Male,Married,2021-08-23,2022-04-30,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1966,9.929775280898877,0.0,,,,,35500.0,0.0,2021,56.0,1.0
2057,Mr,Male,Married,2021-08-23,2022-05-07,Inactive,Labour,Permanant,Buddhist,Unskilled Labor,1978,9.62448087431694,2.988524590163934,,,,,32580.0,0.0,2021,44.0,1.0
2059,Mr,Male,Married,2021-08-23,2022-04-02,Inactive,Labour,Contarct Basis,Buddhist,Mason,1955,9.82468253968254,0.0,,,,,39375.0,0.0,2021,67.0,1.0
2060,Mr,Male,Married,2021-08-23,2022-04-01,Inactive,Labour,Contarct Basis,Buddhist,Mason,1975,9.70859872611465,0.2627388535031847,,,,,43611.11111111111,0.0,2021,47.0,1.0
2062,Mr,Male,Married,2021-08-23,2022-04-02,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1967,9.785449101796408,0.0,,,,,33400.0,0.0,2021,55.0,1.0
2063,Mr,Male,Married,2021-08-23,2022-04-30,Inactive,Staff,Contarct Basis,Buddhist,Technical Officer,1994,9.681283422459892,41.68983957219251,,,,,72741.54714285715,52571.42857142857,2021,28.0,1.0
2065,Mr,Male,Married,2021-08-20,2022-03-16,Inactive,Labour,Contarct Basis,Buddhist,Security,1978,10.633668639053251,6.2433925049309655,,,,,27000.0,0.0,2021,44.0,1.0
2068,Mr,Male,Single,2021-08-20,,Active,Labour,Contarct Basis,Buddhist,Stores Helper,1997,10.181906077348064,9.107458563535912,,,,,35014.78,0.0,2021,,
2070,Ms,Female,Married,2021-08-21,2021-10-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988,7.54575,21.860833333333336,,,,,20222.18,0.0,2021,33.0,0.0
2073,Mr,Male,Married,2021-08-25,2022-05-07,Inactive,Labour,Contarct Basis,Buddhist,Mason,1955,9.766619718309858,4.490766823161189,,,,,52375.0,0.0,2021,67.0,1.0
2079,Mr,Male,Married,2021-08-17,2022-03-22,Inactive,Labour,Contarct Basis,Buddhist,Driver,1976,12.13221649484536,0.0,,,,,43351.95,0.0,2021,46.0,1.0
2080,Mr,Male,Single,2021-08-20,2022-01-20,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003,9.8641,0.3548333333333333,,,,,24032.120000000003,0.0,2021,19.0,1.0
2085,Mr,Male,Married,2021-08-26,2022-02-10,Inactive,Labour,Contarct Basis,Buddhist,Driver,1986,9.39547619047619,0.7712962962962964,,,,,29244.806666666667,0.0,2021,36.0,1.0
2086,Mr,Male,Married,2021-08-26,2022-04-09,Inactive,Labour,Contarct Basis,Buddhist,Driver,1977,9.84450867052023,1.0034682080924855,,,,,29357.5,0.0,2021,45.0,1.0
2088,Mr,Male,Single,2021-08-31,,Active,Labour,Contarct Basis,Buddhist,Helper,2002,10.99700507614213,13.51336717428088,,,,,0.0,0.0,2021,,
2089,Mr,Male,Single,2021-08-27,,Active,Labour,Contarct Basis,Hindu,Unskilled Labor,2002,9.632870967741937,6.09005376344086,,,,,26154.63125,0.0,2021,,
2093,Mr,Male,Married,2021-08-25,2021-10-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,11.125,0.0,,,,,3000.0,0.0,2021,49.0,0.0
2094,Mr,Male,Married,2021-08-31,,Active,Staff,Contarct Basis,Buddhist,Technical Officer,1989,10.300887728459529,42.96853785900783,,,,,75850.66666666667,52000.0,2021,,
2096,Mr,Male,Married,2021-08-13,2021-10-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994,9.902,0.0,,,,,2390.0,0.0,2021,27.0,0.0
2097,Mr,Male,Single,2021-08-27,,Active,Labour,Contarct Basis,Hindu,Unskilled Labor,2002,9.62552,3.000044444444445,,,,,31935.958125,0.0,2021,,
2101,Mr,Male,Single,2021-09-01,2022-04-07,Inactive,Labour,Contarct Basis,Buddhist,Mason,1996,9.508301886792452,0.2428721174004192,,,,,49687.5,0.0,2021,26.0,1.0
2102,Mr,Male,Married,2021-09-01,2022-03-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1966,9.229006211180124,0.3521739130434782,,,,,40242.857142857145,0.0,2021,56.0,1.0
2105,Mr,Male,Single,2021-09-01,2022-03-29,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996,9.720694444444444,0.1755787037037037,,,,,36900.0,0.0,2021,26.0,1.0
2106,Mr,Male,Single,2021-09-02,2022-04-30,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985,9.560426829268293,0.0,,,,,36900.0,0.0,2021,37.0,1.0
2107,Mr,Male,Married,2021-09-01,2022-05-06,Inactive,Staff,Contarct Basis,Buddhist,Assistant Accountant,1985,9.581757575757576,5.326060606060606,12.0,9.0,14.0,7.0,83911.11111111111,83911.11111111111,2021,37.0,1.0
2110,Mr,Male,Single,2021-09-01,2021-12-18,Inactive,Staff,Contarct Basis,Buddhist,Mechanical Engineer,1993,9.283626373626374,17.008608058608058,,,,,95000.0,85833.33333333333,2021,28.0,0.0
2111,Mr,Male,Single,2021-09-01,2021-12-27,Inactive,Staff,Contarct Basis,Buddhist,Site Engineer,1994,9.24908163265306,36.42040816326531,,,,,100000.0,91666.66666666669,2021,27.0,0.0
2112,Mr,Male,Married,2021-09-01,2021-10-01,Inactive,Staff,Contarct Basis,Buddhist,Technical Officer,1986,10.3965,79.19583333333334,,,,,,,2021,35.0,0.0
2116,Mr,Male,Married,2021-09-06,2022-04-09,Inactive,Labour,Contarct Basis,Buddhist,Mason,1991,9.624261363636364,0.0126893939393939,,,,,54843.75,0.0,2021,31.0,1.0
2119,Mr,Male,Married,2021-09-08,2022-09-07,Inactive,Staff,Contarct Basis,Buddhist,Project Manager,1982,9.20941391941392,55.97136752136752,,,,,276125.0,243750.0,2021,40.0,1.0
2120,Mr,Male,Married,2021-09-09,2022-03-30,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969,9.500507246376811,0.1648550724637681,,,,,35485.71428571428,0.0,2021,53.0,1.0
2121,Mr,Male,Married,2021-09-04,2022-03-29,Inactive,Labour,Contarct Basis,Buddhist,Operator - JCB,1991,11.697303370786516,0.2794007490636704,,,,,58524.19714285714,0.0,2021,31.0,1.0
2122,Mr,Male,Single,2021-09-10,2022-04-07,Inactive,Labour,Contarct Basis,Buddhist,Mason,2000,9.933161290322582,0.1884946236559139,,,,,48281.25,0.0,2021,22.0,1.0
2123,Mr,Male,Single,2021-09-10,2022-02-11,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997,9.887551020408164,0.0,,,,,29250.0,0.0,2021,25.0,1.0
2124,Mr,Male,Married,2021-09-01,2022-03-14,Inactive,Staff,Contarct Basis,Buddhist,Site Engineer,1950,8.674262295081967,21.37103825136612,,,,,157916.66666666666,150000.0,2021,72.0,1.0
2126,Mr,Male,Married,2021-09-01,,Active,Labour,Contarct Basis,Buddhist,Driver,1987,10.343003095975233,1.3674922600619197,,,,,32415.960666666662,0.0,2021,,
2127,Mr,Male,Single,2021-09-01,2021-10-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999,8.454255319148936,28.576950354609927,,,,,17838.08,0.0,2021,22.0,0.0
2132,Mr,Male,Married,2021-09-13,2022-04-07,Inactive,Labour,Contarct Basis,Buddhist,Mason,1958,9.64621301775148,0.0,,,,,52656.25,0.0,2021,64.0,1.0
2133,Mr,Male,Married,2021-09-13,2022-04-10,Inactive,Labour,Contarct Basis,Buddhist,Mason,1973,9.5080625,0.0653125,,,,,49531.25,0.0,2021,49.0,1.0
2134,Mr,Male,Single,2021-09-13,2021-09-14,Inactive,Staff,Contarct Basis,Muslim,Planning Engineer,1994,1.32,436.7,,,,,,,2021,27.0,0.0
2135,Mr,Male,Single,2021-09-13,,Active,Staff,Contarct Basis,Buddhist,Technical Officer,1993,10.230238726790452,49.033023872679045,,,,,84892.708125,60468.75,2021,,
2136,Mr,Male,Single,2021-09-06,2022-01-01,Inactive,Staff,Contarct Basis,Buddhist,Trainee Safety Officer,1995,8.475352112676056,3.167605633802817,,,,,0.0,0.0,2021,27.0,1.0
2137,Mr,Male,Single,2021-09-14,2022-05-09,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977,9.525722543352602,0.039402697495183,,,,,34600.0,0.0,2021,45.0,1.0
2138,Mr,Male,Married,2021-09-14,2021-12-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974,9.497910447761194,0.2094527363184079,,,,,29925.0,0.0,2021,47.0,0.0
2140,Mr,Male,Married,2021-09-01,,Active,Labour,Contarct Basis,Buddhist,Electrician,1968,10.301343283582089,6.799253731343284,,,,,14016.8475,0.0,2021,,
2142,Mr,Male,Single,2021-09-13,2022-04-08,Inactive,Labour,Contarct Basis,Buddhist,Electrician,1979,10.524711538461538,5.439903846153846,,,,,19465.43125,0.0,2021,43.0,1.0
2146,Mr,Male,Single,2021-09-15,,Active,Labour,Contarct Basis,Hindu,Unskilled Labor,1996,11.13733905579399,323.17596566523605,,,,,40161.25,0.0,2021,,
2147,Mr,Male,Married,2021-09-16,2022-04-01,Inactive,Labour,Contarct Basis,Buddhist,Skilled Labor,1986,9.596493506493506,0.0836580086580086,,,,,47968.75,0.0,2021,36.0,1.0
2148,Mr,Male,Married,2021-09-16,2022-04-07,Inactive,Labour,Contarct Basis,Catholic,Skilled Labor,1986,9.616195652173914,0.0640398550724637,,,,,57343.75,0.0,2021,36.0,1.0
2150,Mr,Male,Married,2021-09-17,2022-03-30,Inactive,Labour,Contarct Basis,Hindu,Unskilled Labor,1986,9.516054421768708,0.3674603174603174,,,,,37414.28571428572,0.0,2021,36.0,1.0
2153,Mr,Male,Married,2021-09-21,2022-04-07,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986,9.517094017094015,0.0,,,,,26212.5,0.0,2021,36.0,1.0
2158,Mr,Male,Married,2021-09-08,,Active,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1970,9.92025078369906,0.7580459770114942,,,,,26930.625,0.0,2021,,
2159,Mr,Male,Married,2021-09-15,2021-12-31,Inactive,Labour,Contarct Basis,Buddhist,Operator - JCB,1994,9.503275862068966,10.160919540229886,,,,,33333.333333333336,0.0,2021,27.0,0.0
2160,Mr,Male,Single,2021-09-16,2022-05-19,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995,9.662295081967214,9.532149362477233,,,,,36000.0,0.0,2021,27.0,1.0
2161,Mr,Male,Single,2021-09-10,2022-12-18,Inactive,Staff,Contarct Basis,Buddhist,Store Keeper,2000,10.3459902200489,37.63887530562347,,,,,44166.66666666666,34500.0,2021,22.0,1.0
2162,Mr,Male,Single,2021-09-13,2022-01-31,Inactive,Staff,Contarct Basis,Buddhist,Assistant QS,1995,8.878636363636364,5.362424242424242,,,,,65000.0,60000.0,2021,27.0,1.0
2163,Ms,Female,Married,2021-09-21,2022-02-06,Inactive,Staff,Contarct Basis,Buddhist,Account Executive,1989,8.90933962264151,2.480503144654088,1.0,4.0,0.0,5.0,54166.66666666666,54166.66666666666,2021,33.0,1.0
2165,Mr,Male,Single,2021-09-27,2022-01-06,Inactive,Staff,Contarct Basis,Buddhist,Assistant QS,1996,12.221704545454545,60.38181818181818,,,,,48208.3325,40437.5,2021,26.0,1.0
2166,Mr,Male,Single,2021-09-27,,Active,Labour,Contarct Basis,Buddhist,Data Coordinator,1999,9.816442307692308,2.9360576923076924,,,,,30164.075,0.0,2021,,
2168,Mr,Male,Married,2021-09-13,,Active,Labour,Contarct Basis,Buddhist,Stores Helper,1966,9.443387978142075,33.41498178506375,,,,,30234.375,0.0,2021,,
2193,Mr,Male,Married,2021-10-05,2021-12-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981,9.471951219512196,1.4873983739837398,,,,,24000.0,0.0,2021,40.0,0.0
2195,Mr,Male,Married,2021-10-07,2021-10-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,9.638666666666667,0.0,,,,,22500.0,0.0,2021,51.0,0.0
2196,Mr,Male,Single,2021-10-04,2022-03-18,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,9.547227722772275,1.9879537953795376,,,,,24500.0,0.0,2021,21.0,1.0
2197,Mr,Male,Single,2021-10-01,2021-11-01,Inactive,Staff,Contarct Basis,Buddhist,Account Executive,1998,8.053333333333333,35.67539682539683,,,,,30000.0,30000.0,2021,23.0,0.0
2200,Mr,Male,Married,2021-10-08,2022-04-01,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1961,9.488082191780824,3.984817351598173,,,,,37028.57142857143,0.0,2021,61.0,1.0
2204,Mr,Male,Married,2021-10-09,2022-04-07,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968,10.26413043478261,0.0070048309178743,,,,,35485.71428571428,0.0,2021,54.0,1.0
2207,Mr,Male,Married,2021-09-13,2022-04-30,Inactive,Staff,Contarct Basis,Buddhist,Driver,1969,12.784065934065934,64.12087912087912,,,,,49128.57142857143,35000.0,2021,53.0,1.0
2208,Mr,Male,Single,2021-10-11,,Active,Staff,Contarct Basis,Buddhist,Technical Officer,1996,9.780058651026392,33.24740957966765,,,,,74772.57,51533.333333333336,2021,,
